開催日,日目,レース,艇,登番,選手名,級,身長,体重,勝率,2連率,3連率,当地勝率,当地2連率,当地3連率,モーター勝率,モーター2連率,モーター3連率,ボート勝率,ボート2連率,ボート3連率,平均スタートタイミング,1コース進入回数,1コース複勝率,1コース平均スタートタイミング,1コース平均スタート順位,2コース進入回数,2コース複勝率,2コース平均スタートタイミング,2コース平均スタート順位,3コース進入回数,3コース複勝率,3コース平均スタートタイミング,3コース平均スタート順位,4コース進入回数,4コース複勝率,4コース平均スタートタイミング,4コース平均スタート順位,5コース進入回数,5コース複勝率,5コース平均スタートタイミング,5コース平均スタート順位,6コース進入回数,6コース複勝率,6コース平均スタートタイミング,6コース平均スタート順位,算出期間自,算出期間至
2020-01-02,3,3,4,3187,篠原俊夫,B1,158,53,4.36,19.8,36.3,5.0,28.6,48.6,5.88,41.2,52.9,5.11,33.0,51.1,0.2,15,33.3,0.23,4.1,20,5.0,0.18,3.5,22,27.3,0.19,3.6,16,18.8,0.19,4.3,16,12.5,0.16,3.4,13,7.7,0.26,5.2,2019-07-01,2019-12-29
2020-01-02,3,3,5,3832,下田哲也,A2,167,54,5.4,35.1,56.1,5.3,31.0,54.8,4.33,25.9,37.0,5.3,37.3,50.6,0.18,17,76.5,0.15,2.3,19,63.2,0.18,3.4,20,30.0,0.16,2.8,20,35.0,0.15,2.7,16,6.3,0.18,3.9,25,12.0,0.23,4.6,2019-07-01,2019-12-29
2020-01-02,3,3,6,4260,中越博紀,A1,167,54,5.43,34.6,53.4,6.81,51.9,72.6,5.83,31.0,55.2,5.71,37.0,55.4,0.16,19,100.0,0.15,2.5,19,63.2,0.17,3.3,25,48.0,0.16,3.0,22,27.3,0.16,3.0,23,17.4,0.18,3.6,18,22.2,0.16,3.6,2019-07-01,2019-12-29
2020-01-02,3,3,1,4894,原村拓也,B2,173,54,4.02,11.8,33.3,2.38,6.7,11.7,5.45,27.6,48.3,5.68,30.5,61.1,0.17,9,55.6,0.19,2.9,9,22.2,0.19,3.3,12,8.3,0.16,3.3,13,0.0,0.16,4.0,6,16.7,0.18,4.3,9,0.0,0.18,4.7,2019-07-01,2019-12-29
2020-01-02,3,3,2,5032,谷口知優,B1,163,53,2.09,3.8,10.3,1.84,2.0,6.1,5.81,40.5,51.4,5.34,29.5,53.7,0.18,8,0.0,0.22,5.5,17,5.9,0.19,4.2,16,12.5,0.2,4.0,19,15.8,0.16,3.2,13,7.7,0.18,3.6,32,3.1,0.15,3.1,2019-07-01,2019-12-29
2020-01-02,3,4,1,4511,中岡健人,B1,160,59,4.6,22.4,36.5,4.79,21.5,43.8,5.5,19.2,53.8,6.06,44.7,61.2,0.16,17,58.8,0.12,2.4,16,18.8,0.15,2.8,23,39.1,0.15,2.7,16,18.8,0.14,3.0,25,20.0,0.18,3.4,14,7.1,0.19,3.6,2019-07-01,2019-12-29
2020-01-02,3,4,2,3234,金森史吉,B1,162,55,3.94,18.7,33.6,4.41,25.0,40.0,5.24,23.7,52.6,6.48,51.9,65.8,0.16,17,47.1,0.13,1.6,21,28.6,0.17,3.0,24,8.3,0.17,3.3,24,12.5,0.15,2.1,20,0.0,0.17,3.3,15,0.0,0.17,3.5,2019-07-01,2019-12-29
2020-01-02,3,4,3,4437,中田元泰,A1,172,56,6.54,54.5,72.4,6.89,55.0,73.4,4.5,30.0,35.0,5.59,33.3,53.9,0.15,23,82.6,0.15,2.4,23,56.5,0.16,2.9,21,28.6,0.12,2.5,21,57.1,0.14,2.0,23,34.8,0.16,3.0,20,5.0,0.16,3.8,2019-07-01,2019-12-29
2020-01-02,3,4,6,3543,福田雅一,A2,165,56,5.73,45.0,60.0,5.86,41.1,56.2,5.24,33.3,54.5,5.16,30.9,46.4,0.15,25,88.0,0.15,2.5,20,35.0,0.16,3.6,20,15.0,0.16,2.3,22,27.3,0.14,3.0,19,21.1,0.16,3.0,19,21.1,0.15,2.9,2019-07-01,2019-12-29
2020-01-02,3,4,4,5037,田頭虎親,B1,163,57,2.11,0.0,12.5,1.43,0.0,2.7,5.71,42.9,46.4,4.41,27.2,40.7,0.17,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,8,25.0,0.17,3.6,14,0.0,0.16,3.5,44,2.3,0.17,3.5,2019-07-01,2019-12-29
2020-01-02,3,4,5,4331,三好勇人,B1,170,55,5.22,29.3,50.0,5.96,41.8,58.2,5.24,29.4,52.9,5.01,28.0,47.6,0.17,19,78.9,0.15,2.5,18,33.3,0.17,2.8,21,28.6,0.15,2.7,26,19.2,0.16,2.7,21,4.8,0.18,3.9,18,5.6,0.21,4.3,2019-07-01,2019-12-29
2020-01-02,3,5,3,4030,森高一真,A1,170,51,6.23,39.0,66.7,7.41,54.5,76.3,3.78,21.7,26.1,5.12,31.9,47.3,0.13,31,87.1,0.13,2.6,20,50.0,0.12,2.9,24,41.7,0.13,2.7,26,50.0,0.1,2.4,23,30.4,0.14,2.6,13,15.4,0.14,2.8,2019-07-01,2019-12-29
2020-01-02,3,5,1,4852,川原祐明,A2,164,50,5.86,37.7,59.4,5.86,37.5,61.0,6.04,40.7,55.6,4.65,29.2,36.5,0.17,28,75.0,0.15,3.1,15,40.0,0.18,4.1,20,30.0,0.15,3.3,26,26.9,0.18,3.8,23,26.1,0.16,3.2,23,21.7,0.21,4.0,2019-07-01,2019-12-29
2020-01-02,3,5,5,4020,川上清人,B1,165,62,4.67,22.8,45.5,4.98,32.3,46.2,6.11,48.6,60.0,5.59,34.3,53.5,0.17,15,80.0,0.14,2.3,15,33.3,0.17,4.1,12,41.7,0.17,3.0,15,13.3,0.16,2.9,23,21.7,0.17,3.6,15,0.0,0.23,4.9,2019-07-01,2019-12-29
2020-01-02,3,5,6,4154,森安弘雅,A2,162,51,5.56,36.5,54.2,5.44,35.9,53.8,5.97,43.6,53.8,5.35,27.6,54.1,0.17,22,86.4,0.16,3.2,26,57.7,0.17,3.8,21,42.9,0.16,2.8,25,24.0,0.18,3.2,25,20.0,0.17,2.9,17,11.8,0.19,3.9,2019-07-01,2019-12-29
2020-01-02,3,5,4,3568,木村光宏,A2,162,54,5.44,38.1,54.0,6.07,44.7,61.8,4.67,25.0,33.3,4.77,29.8,42.6,0.18,24,79.2,0.14,2.8,28,39.3,0.16,3.5,24,41.7,0.18,3.5,23,8.7,0.17,3.6,26,19.2,0.19,3.8,8,0.0,0.26,5.5,2019-07-01,2019-12-29
2020-01-02,3,5,2,3660,長谷川親王,B1,169,60,3.28,6.6,22.4,4.24,18.2,40.0,3.74,13.0,26.1,5.76,37.4,57.1,0.2,14,50.0,0.15,3.1,19,31.6,0.2,3.9,17,11.8,0.19,3.5,18,5.6,0.19,3.6,20,5.0,0.19,3.9,16,0.0,0.27,4.9,2019-07-01,2019-12-29
2020-01-02,3,6,2,4452,松尾祭,A2,163,55,6.11,49.6,65.9,6.13,42.5,66.9,5.51,32.4,56.8,5.97,41.2,60.8,0.17,23,91.3,0.16,3.2,18,50.0,0.19,3.7,26,46.2,0.16,3.2,19,31.6,0.18,4.0,24,20.8,0.18,3.8,18,11.1,0.18,4.6,2019-07-01,2019-12-29
2020-01-02,3,6,4,3541,三嶌誠司,A1,159,54,6.52,47.0,68.2,6.51,48.1,66.9,5.25,33.3,41.7,5.56,37.2,53.5,0.15,37,75.7,0.15,3.0,27,66.7,0.16,2.9,28,32.1,0.15,2.4,18,22.2,0.14,3.0,29,20.7,0.16,3.4,7,14.3,0.14,3.3,2019-07-01,2019-12-29
2020-01-02,3,6,6,4459,片岡雅裕,A1,155,54,6.53,53.3,68.9,7.66,64.0,76.2,7.74,63.2,81.6,5.34,34.0,48.9,0.14,25,100.0,0.13,2.7,22,40.9,0.14,2.6,21,28.6,0.14,2.9,15,40.0,0.12,2.0,22,27.3,0.14,2.9,18,22.2,0.16,3.4,2019-07-01,2019-12-29
2020-01-02,3,6,1,4249,曾根孝仁,B1,170,53,3.7,16.7,31.2,2.9,8.2,16.3,4.74,22.9,42.9,5.41,33.7,47.4,0.16,18,55.6,0.14,3.1,19,21.1,0.15,3.4,24,25.0,0.16,3.1,18,5.6,0.15,3.4,29,3.4,0.19,3.8,16,0.0,0.17,3.4,2019-07-01,2019-12-29
2020-01-02,3,6,5,3710,吉永泰弘,B1,167,55,5.01,30.8,49.0,4.37,23.3,40.8,4.47,25.0,37.5,4.54,26.2,39.3,0.17,22,50.0,0.12,2.6,21,33.3,0.16,2.7,26,34.6,0.18,3.3,25,20.0,0.19,3.8,18,5.6,0.2,4.6,19,5.3,0.19,4.4,2019-07-01,2019-12-29
2020-01-02,3,6,3,4034,西原明生,B1,170,54,3.66,17.4,30.4,4.87,28.8,48.6,6.24,39.5,68.4,5.49,35.1,55.3,0.2,17,82.4,0.16,3.4,17,23.5,0.21,4.4,21,38.1,0.19,4.2,19,10.5,0.2,3.9,21,9.5,0.2,4.9,19,0.0,0.21,4.5,2019-07-01,2019-12-29
2020-01-02,3,7,1,4776,竹田和哉,A2,170,56,5.8,36.8,61.5,6.01,43.6,62.6,5.16,36.8,47.4,5.3,36.0,46.1,0.16,22,81.8,0.15,3.0,19,31.6,0.16,3.2,22,36.4,0.15,3.0,19,21.1,0.16,3.5,20,10.0,0.17,3.9,21,9.5,0.18,4.0,2019-07-01,2019-12-29
2020-01-02,3,7,2,3849,中岡正彦,A1,166,53,6.31,49.0,61.4,6.75,52.2,67.7,5.15,33.3,42.4,5.08,33.3,45.2,0.12,28,96.4,0.13,2.1,23,47.8,0.12,2.3,29,41.4,0.13,2.5,28,42.9,0.11,2.1,8,12.5,0.12,2.6,1,0.0,0.17,4.0,2019-07-01,2019-12-29
2020-01-02,3,7,5,3837,秋山広一,A1,167,52,6.61,52.0,70.1,6.5,42.8,68.8,5.23,34.6,42.3,5.5,36.5,56.7,0.15,30,93.3,0.15,2.2,27,40.7,0.15,2.6,27,44.4,0.13,2.7,20,35.0,0.14,2.7,21,4.8,0.17,3.4,26,0.0,0.18,3.6,2019-07-01,2019-12-29
2020-01-02,3,7,6,3578,塩田雄一,B1,160,50,4.9,29.8,49.0,5.72,35.4,59.0,5.7,42.4,54.5,4.21,25.0,33.7,0.19,16,68.8,0.22,3.9,18,33.3,0.2,4.3,27,29.6,0.18,3.6,20,25.0,0.18,4.2,20,10.0,0.19,3.7,22,13.6,0.19,4.1,2019-07-01,2019-12-29
2020-01-02,3,7,3,5032,谷口知優,B1,163,53,2.09,3.8,10.3,1.84,2.0,6.1,5.81,40.5,51.4,5.34,29.5,53.7,0.18,8,0.0,0.22,5.5,17,5.9,0.19,4.2,16,12.5,0.2,4.0,19,15.8,0.16,3.2,13,7.7,0.18,3.6,32,3.1,0.15,3.1,2019-07-01,2019-12-29
2020-01-02,3,7,4,3478,嶋田貴支,B1,163,53,5.31,34.0,51.9,5.15,32.6,48.9,6.09,39.4,60.6,5.22,35.2,47.7,0.16,19,68.4,0.14,2.4,22,54.5,0.13,2.2,22,22.7,0.14,2.9,19,21.1,0.17,2.9,21,9.5,0.18,3.3,18,0.0,0.19,4.3,2019-07-01,2019-12-29
2020-01-02,3,8,1,4643,近江翔吾,A2,167,55,6.23,42.3,61.5,6.85,52.4,71.1,5.06,35.3,44.1,6.04,45.7,59.8,0.15,15,86.7,0.13,2.7,18,44.4,0.18,3.5,13,38.5,0.13,2.2,18,50.0,0.16,2.6,12,16.7,0.16,3.8,9,0.0,0.15,3.0,2019-07-01,2019-12-29
2020-01-02,3,8,4,3543,福田雅一,A2,165,56,5.73,45.0,60.0,5.86,41.1,56.2,5.24,33.3,54.5,5.16,30.9,46.4,0.15,25,88.0,0.15,2.5,20,35.0,0.16,3.6,20,15.0,0.16,2.3,22,27.3,0.14,3.0,19,21.1,0.16,3.0,19,21.1,0.15,2.9,2019-07-01,2019-12-29
2020-01-02,3,8,5,3753,河上哲也,B1,166,56,3.99,17.3,31.7,4.43,26.7,40.0,5.47,30.0,46.7,5.85,44.7,57.4,0.19,17,64.7,0.15,2.5,21,19.0,0.17,3.5,19,21.1,0.19,3.7,24,20.8,0.2,3.5,15,0.0,0.22,3.9,19,0.0,0.2,4.4,2019-07-01,2019-12-29
2020-01-02,3,8,2,4583,古田祐貴,A2,167,51,5.56,35.0,58.3,6.04,42.8,62.3,5.47,21.1,57.9,5.65,39.5,55.8,0.17,25,68.0,0.15,2.9,23,56.5,0.17,3.4,28,39.3,0.15,2.6,21,28.6,0.17,3.0,23,4.3,0.2,3.8,21,4.8,0.21,4.7,2019-07-01,2019-12-29
2020-01-02,3,8,6,3910,松下知幸,B1,164,50,4.6,28.4,43.1,4.96,31.1,45.9,5.16,28.0,48.0,6.21,43.8,65.6,0.21,7,57.1,0.13,2.2,10,50.0,0.16,3.4,8,0.0,0.22,4.3,11,27.3,0.17,3.6,14,21.4,0.21,4.1,19,0.0,0.28,5.4,2019-07-01,2019-12-29
2020-01-02,3,8,3,3187,篠原俊夫,B1,158,53,4.36,19.8,36.3,5.0,28.6,48.6,5.88,41.2,52.9,5.11,33.0,51.1,0.2,15,33.3,0.23,4.1,20,5.0,0.18,3.5,22,27.3,0.19,3.6,16,18.8,0.19,4.3,16,12.5,0.16,3.4,13,7.7,0.26,5.2,2019-07-01,2019-12-29
2020-01-02,3,9,1,4739,中村晃朋,A1,168,54,6.01,41.3,59.4,6.2,47.5,64.4,6.56,48.1,66.7,5.69,38.1,58.3,0.15,28,82.1,0.16,2.8,25,48.0,0.14,3.4,25,60.0,0.14,2.6,26,23.1,0.17,3.5,22,31.8,0.16,3.5,20,5.0,0.17,3.9,2019-07-01,2019-12-29
2020-01-02,3,9,3,4894,原村拓也,B2,173,54,4.02,11.8,33.3,2.38,6.7,11.7,5.45,27.6,48.3,5.68,30.5,61.1,0.17,9,55.6,0.19,2.9,9,22.2,0.19,3.3,12,8.3,0.16,3.3,13,0.0,0.16,4.0,6,16.7,0.18,4.3,9,0.0,0.18,4.7,2019-07-01,2019-12-29
2020-01-02,3,9,6,4772,石丸海渡,A1,164,58,6.12,49.7,61.9,6.18,45.0,64.3,4.31,20.0,34.3,5.42,37.1,48.3,0.14,26,88.5,0.13,2.3,19,63.2,0.15,3.1,20,35.0,0.14,2.1,17,52.9,0.11,2.4,17,41.2,0.15,3.0,26,15.4,0.16,4.4,2019-07-01,2019-12-29
2020-01-02,3,9,2,3553,平池仁志,B1,165,56,3.81,12.3,32.1,5.42,33.1,54.3,6.0,40.0,62.5,5.38,33.3,51.1,0.18,14,42.9,0.17,2.3,16,25.0,0.19,3.3,22,31.8,0.16,3.7,13,23.1,0.18,3.5,13,7.7,0.16,3.2,20,5.0,0.21,4.1,2019-07-01,2019-12-29
2020-01-02,3,9,4,3234,金森史吉,B1,162,55,3.94,18.7,33.6,4.41,25.0,40.0,5.24,23.7,52.6,6.48,51.9,65.8,0.16,17,47.1,0.13,1.6,21,28.6,0.17,3.0,24,8.3,0.17,3.3,24,12.5,0.15,2.1,20,0.0,0.17,3.3,15,0.0,0.17,3.5,2019-07-01,2019-12-29
2020-01-02,3,9,5,3568,木村光宏,A2,162,54,5.44,38.1,54.0,6.07,44.7,61.8,4.67,25.0,33.3,4.77,29.8,42.6,0.18,24,79.2,0.14,2.8,28,39.3,0.16,3.5,24,41.7,0.18,3.5,23,8.7,0.17,3.6,26,19.2,0.19,3.8,8,0.0,0.26,5.5,2019-07-01,2019-12-29
2020-01-02,3,10,3,4260,中越博紀,A1,167,54,5.43,34.6,53.4,6.81,51.9,72.6,5.83,31.0,55.2,5.71,37.0,55.4,0.16,19,100.0,0.15,2.5,19,63.2,0.17,3.3,25,48.0,0.16,3.0,22,27.3,0.16,3.0,23,17.4,0.18,3.6,18,22.2,0.16,3.6,2019-07-01,2019-12-29
2020-01-02,3,10,4,4010,越智照浩,B1,167,60,4.27,17.7,39.2,4.55,21.6,41.4,5.89,36.8,60.5,5.33,31.1,52.2,0.19,14,71.4,0.18,3.4,15,20.0,0.17,3.8,17,5.9,0.19,3.8,15,13.3,0.17,4.0,19,10.5,0.18,4.3,17,5.9,0.23,4.5,2019-07-01,2019-12-29
2020-01-02,3,10,2,4020,川上清人,B1,165,62,4.67,22.8,45.5,4.98,32.3,46.2,6.11,48.6,60.0,5.59,34.3,53.5,0.17,15,80.0,0.14,2.3,15,33.3,0.17,4.1,12,41.7,0.17,3.0,15,13.3,0.16,2.9,23,21.7,0.17,3.6,15,0.0,0.23,4.9,2019-07-01,2019-12-29
2020-01-02,3,10,1,3541,三嶌誠司,A1,159,54,6.52,47.0,68.2,6.51,48.1,66.9,5.25,33.3,41.7,5.56,37.2,53.5,0.15,37,75.7,0.15,3.0,27,66.7,0.16,2.9,28,32.1,0.15,2.4,18,22.2,0.14,3.0,29,20.7,0.16,3.4,7,14.3,0.14,3.3,2019-07-01,2019-12-29
2020-01-02,3,10,5,4437,中田元泰,A1,172,56,6.54,54.5,72.4,6.89,55.0,73.4,4.5,30.0,35.0,5.59,33.3,53.9,0.15,23,82.6,0.15,2.4,23,56.5,0.16,2.9,21,28.6,0.12,2.5,21,57.1,0.14,2.0,23,34.8,0.16,3.0,20,5.0,0.16,3.8,2019-07-01,2019-12-29
2020-01-02,3,10,6,4946,船越健吾,B1,166,54,3.46,13.4,25.6,2.47,7.2,12.4,4.3,18.2,33.3,5.39,31.6,56.1,0.14,10,60.0,0.15,2.5,21,28.6,0.12,2.5,18,11.1,0.15,3.0,16,6.3,0.13,2.0,20,15.0,0.14,2.7,14,0.0,0.14,2.1,2019-07-01,2019-12-29
2020-01-02,3,11,1,3837,秋山広一,A1,167,52,6.61,52.0,70.1,6.5,42.8,68.8,5.23,34.6,42.3,5.5,36.5,56.7,0.15,30,93.3,0.15,2.2,27,40.7,0.15,2.6,27,44.4,0.13,2.7,20,35.0,0.14,2.7,21,4.8,0.17,3.4,26,0.0,0.18,3.6,2019-07-01,2019-12-29
2020-01-02,3,11,2,3832,下田哲也,A2,167,54,5.4,35.1,56.1,5.3,31.0,54.8,4.33,25.9,37.0,5.3,37.3,50.6,0.18,17,76.5,0.15,2.3,19,63.2,0.18,3.4,20,30.0,0.16,2.8,20,35.0,0.15,2.7,16,6.3,0.18,3.9,25,12.0,0.23,4.6,2019-07-01,2019-12-29
2020-01-02,3,11,4,4348,宮崎奨,A1,171,57,5.46,35.7,54.1,6.0,41.2,59.8,6.31,46.2,57.7,5.66,38.8,53.8,0.16,21,85.7,0.15,2.5,18,50.0,0.16,3.5,29,31.0,0.16,3.0,19,47.4,0.18,3.7,20,35.0,0.17,3.4,18,22.2,0.15,3.9,2019-07-01,2019-12-29
2020-01-02,3,11,3,4511,中岡健人,B1,160,59,4.6,22.4,36.5,4.79,21.5,43.8,5.5,19.2,53.8,6.06,44.7,61.2,0.16,17,58.8,0.12,2.4,16,18.8,0.15,2.8,23,39.1,0.15,2.7,16,18.8,0.14,3.0,25,20.0,0.18,3.4,14,7.1,0.19,3.6,2019-07-01,2019-12-29
2020-01-02,3,11,5,4030,森高一真,A1,170,51,6.23,39.0,66.7,7.41,54.5,76.3,3.78,21.7,26.1,5.12,31.9,47.3,0.13,31,87.1,0.13,2.6,20,50.0,0.12,2.9,24,41.7,0.13,2.7,26,50.0,0.1,2.4,23,30.4,0.14,2.6,13,15.4,0.14,2.8,2019-07-01,2019-12-29
2020-01-02,3,11,6,4452,松尾祭,A2,163,55,6.11,49.6,65.9,6.13,42.5,66.9,5.51,32.4,56.8,5.97,41.2,60.8,0.17,23,91.3,0.16,3.2,18,50.0,0.19,3.7,26,46.2,0.16,3.2,19,31.6,0.18,4.0,24,20.8,0.18,3.8,18,11.1,0.18,4.6,2019-07-01,2019-12-29
2020-01-02,3,12,1,3849,中岡正彦,A1,166,53,6.31,49.0,61.4,6.75,52.2,67.7,5.15,33.3,42.4,5.08,33.3,45.2,0.12,28,96.4,0.13,2.1,23,47.8,0.12,2.3,29,41.4,0.13,2.5,28,42.9,0.11,2.1,8,12.5,0.12,2.6,1,0.0,0.17,4.0,2019-07-01,2019-12-29
2020-01-02,3,12,2,4852,川原祐明,A2,164,50,5.86,37.7,59.4,5.86,37.5,61.0,6.04,40.7,55.6,4.65,29.2,36.5,0.17,28,75.0,0.15,3.1,15,40.0,0.18,4.1,20,30.0,0.15,3.3,26,26.9,0.18,3.8,23,26.1,0.16,3.2,23,21.7,0.21,4.0,2019-07-01,2019-12-29
2020-01-02,3,12,3,4331,三好勇人,B1,170,55,5.22,29.3,50.0,5.96,41.8,58.2,5.24,29.4,52.9,5.01,28.0,47.6,0.17,19,78.9,0.15,2.5,18,33.3,0.17,2.8,21,28.6,0.15,2.7,26,19.2,0.16,2.7,21,4.8,0.18,3.9,18,5.6,0.21,4.3,2019-07-01,2019-12-29
2020-01-02,3,12,6,3855,大熊辰弥,B1,171,55,4.39,20.2,40.4,4.31,23.7,37.6,6.24,43.2,64.9,4.84,26.8,46.3,0.22,14,57.1,0.15,3.2,16,31.3,0.18,3.8,14,14.3,0.21,4.6,15,13.3,0.24,4.3,15,6.7,0.26,4.6,14,0.0,0.27,5.3,2019-07-01,2019-12-29
2020-01-02,3,12,5,4643,近江翔吾,A2,167,55,6.23,42.3,61.5,6.85,52.4,71.1,5.06,35.3,44.1,6.04,45.7,59.8,0.15,15,86.7,0.13,2.7,18,44.4,0.18,3.5,13,38.5,0.13,2.2,18,50.0,0.16,2.6,12,16.7,0.16,3.8,9,0.0,0.15,3.0,2019-07-01,2019-12-29
2020-01-02,3,12,4,4931,木谷賢太,A2,163,55,4.27,19.3,37.7,4.64,24.5,41.5,5.86,37.1,57.1,5.15,31.9,48.9,0.18,16,93.8,0.16,3.0,19,47.4,0.19,3.5,16,31.3,0.16,2.9,23,26.1,0.16,2.8,21,23.8,0.19,3.5,15,0.0,0.2,4.9,2019-07-01,2019-12-29
2020-01-03,4,1,1,3855,大熊辰弥,B1,171,55,4.39,20.2,40.4,4.31,23.7,37.6,6.24,43.2,64.9,4.84,26.8,46.3,0.22,14,57.1,0.15,3.2,16,31.3,0.18,3.8,14,14.3,0.21,4.6,15,13.3,0.24,4.3,15,6.7,0.26,4.6,14,0.0,0.27,5.3,2019-07-01,2019-12-29
2020-01-03,4,1,3,3553,平池仁志,B1,165,56,3.81,12.3,32.1,5.42,33.1,54.3,6.0,40.0,62.5,5.38,33.3,51.1,0.18,14,42.9,0.17,2.3,16,25.0,0.19,3.3,22,31.8,0.16,3.7,13,23.1,0.18,3.5,13,7.7,0.16,3.2,20,5.0,0.21,4.1,2019-07-01,2019-12-29
2020-01-03,4,1,5,4776,竹田和哉,A2,170,56,5.8,36.8,61.5,6.01,43.6,62.6,5.16,36.8,47.4,5.3,36.0,46.1,0.16,22,81.8,0.15,3.0,19,31.6,0.16,3.2,22,36.4,0.15,3.0,19,21.1,0.16,3.5,20,10.0,0.17,3.9,21,9.5,0.18,4.0,2019-07-01,2019-12-29
2020-01-03,4,1,2,3753,河上哲也,B1,166,56,3.99,17.3,31.7,4.43,26.7,40.0,5.47,30.0,46.7,5.85,44.7,57.4,0.19,17,64.7,0.15,2.5,21,19.0,0.17,3.5,19,21.1,0.19,3.7,24,20.8,0.2,3.5,15,0.0,0.22,3.9,19,0.0,0.2,4.4,2019-07-01,2019-12-29
2020-01-03,4,1,4,4010,越智照浩,B1,167,60,4.27,17.7,39.2,4.55,21.6,41.4,5.89,36.8,60.5,5.33,31.1,52.2,0.19,14,71.4,0.18,3.4,15,20.0,0.17,3.8,17,5.9,0.19,3.8,15,13.3,0.17,4.0,19,10.5,0.18,4.3,17,5.9,0.23,4.5,2019-07-01,2019-12-29
2020-01-03,4,1,6,4511,中岡健人,B1,160,59,4.6,22.4,36.5,4.79,21.5,43.8,5.5,19.2,53.8,6.06,44.7,61.2,0.16,17,58.8,0.12,2.4,16,18.8,0.15,2.8,23,39.1,0.15,2.7,16,18.8,0.14,3.0,25,20.0,0.18,3.4,14,7.1,0.19,3.6,2019-07-01,2019-12-29
2020-01-03,4,2,4,4821,妻鳥晋也,B1,170,56,5.41,29.3,52.4,5.53,32.1,53.5,5.17,25.7,51.4,5.08,32.6,44.2,0.2,9,33.3,0.24,5.2,20,35.0,0.21,4.5,16,50.0,0.17,4.0,14,35.7,0.19,3.9,17,17.6,0.19,4.1,17,5.9,0.2,4.7,2019-07-01,2019-12-29
2020-01-03,4,2,2,3578,塩田雄一,B1,160,50,4.9,29.8,49.0,5.72,35.4,59.0,5.7,42.4,54.5,4.21,25.0,33.7,0.19,16,68.8,0.22,3.9,18,33.3,0.2,4.3,27,29.6,0.18,3.6,20,25.0,0.18,4.2,20,10.0,0.19,3.7,22,13.6,0.19,4.1,2019-07-01,2019-12-29
2020-01-03,4,2,5,3187,篠原俊夫,B1,158,53,4.36,19.8,36.3,5.0,28.6,48.6,5.88,41.2,52.9,5.11,33.0,51.1,0.2,15,33.3,0.23,4.1,20,5.0,0.18,3.5,22,27.3,0.19,3.6,16,18.8,0.19,4.3,16,12.5,0.16,3.4,13,7.7,0.26,5.2,2019-07-01,2019-12-29
2020-01-03,4,2,1,3660,長谷川親王,B1,169,60,3.28,6.6,22.4,4.24,18.2,40.0,3.74,13.0,26.1,5.76,37.4,57.1,0.2,14,50.0,0.15,3.1,19,31.6,0.2,3.9,17,11.8,0.19,3.5,18,5.6,0.19,3.6,20,5.0,0.19,3.9,16,0.0,0.27,4.9,2019-07-01,2019-12-29
2020-01-03,4,2,3,3234,金森史吉,B1,162,55,3.94,18.7,33.6,4.41,25.0,40.0,5.24,23.7,52.6,6.48,51.9,65.8,0.16,17,47.1,0.13,1.6,21,28.6,0.17,3.0,24,8.3,0.17,3.3,24,12.5,0.15,2.1,20,0.0,0.17,3.3,15,0.0,0.17,3.5,2019-07-01,2019-12-29
2020-01-03,4,2,6,4249,曾根孝仁,B1,170,53,3.7,16.7,31.2,2.9,8.2,16.3,4.74,22.9,42.9,5.41,33.7,47.4,0.16,18,55.6,0.14,3.1,19,21.1,0.15,3.4,24,25.0,0.16,3.1,18,5.6,0.15,3.4,29,3.4,0.19,3.8,16,0.0,0.17,3.4,2019-07-01,2019-12-29
2020-01-03,4,3,2,4931,木谷賢太,A2,163,55,4.27,19.3,37.7,4.64,24.5,41.5,5.86,37.1,57.1,5.15,31.9,48.9,0.18,16,93.8,0.16,3.0,19,47.4,0.19,3.5,16,31.3,0.16,2.9,23,26.1,0.16,2.8,21,23.8,0.19,3.5,15,0.0,0.2,4.9,2019-07-01,2019-12-29
2020-01-03,4,3,5,3849,中岡正彦,A1,166,53,6.31,49.0,61.4,6.75,52.2,67.7,5.15,33.3,42.4,5.08,33.3,45.2,0.12,28,96.4,0.13,2.1,23,47.8,0.12,2.3,29,41.4,0.13,2.5,28,42.9,0.11,2.1,8,12.5,0.12,2.6,1,0.0,0.17,4.0,2019-07-01,2019-12-29
2020-01-03,4,3,3,4020,川上清人,B1,165,62,4.67,22.8,45.5,4.98,32.3,46.2,6.11,48.6,60.0,5.59,34.3,53.5,0.17,15,80.0,0.14,2.3,15,33.3,0.17,4.1,12,41.7,0.17,3.0,15,13.3,0.16,2.9,23,21.7,0.17,3.6,15,0.0,0.23,4.9,2019-07-01,2019-12-29
2020-01-03,4,3,4,4221,南部圭史,B2,168,52,4.0,20.8,33.7,3.79,15.9,28.6,6.53,58.8,64.7,4.59,26.0,46.9,0.16,6,16.7,0.13,2.0,6,16.7,0.27,3.7,8,12.5,0.14,3.1,11,9.1,0.15,2.9,9,0.0,0.15,2.9,6,0.0,0.12,3.3,2019-07-01,2019-12-29
